Mod:Item:MetaData, Localized Name
tfc:ore/kimberlite/marble, Marble Kimberlite
tfc:ore/petrified_wood/granite, Granite Petrified Wood
tfc:ore/petrified_wood/diorite, Diorite Petrified Wood
tfc:ore/petrified_wood/gabbro, Gabbro Petrified Wood
tfc:ore/petrified_wood/shale, Shale Petrified Wood
tfc:ore/petrified_wood/claystone, Claystone Petrified Wood
tfc:ore/petrified_wood/rocksalt, Rocksalt Petrified Wood
tfc:ore/petrified_wood/limestone, Limestone Petrified Wood
tfc:ore/petrified_wood/conglomerate, Conglomerate Petrified Wood
tfc:ore/petrified_wood/dolomite, Dolomite Petrified Wood
tfc:ore/petrified_wood/chert, Chert Petrified Wood
tfc:ore/petrified_wood/chalk, Chalk Petrified Wood
tfc:ore/petrified_wood/rhyolite, Rhyolite Petrified Wood
tfc:ore/petrified_wood/basalt, Basalt Petrified Wood
tfc:ore/petrified_wood/andesite, Andesite Petrified Wood
tfc:ore/petrified_wood/dacite, Dacite Petrified Wood
tfc:ore/petrified_wood/quartzite, Quartzite Petrified Wood
tfc:ore/petrified_wood/slate, Slate Petrified Wood
tfc:ore/petrified_wood/phyllite, Phyllite Petrified Wood
tfc:ore/petrified_wood/schist, Schist Petrified Wood
tfc:ore/petrified_wood/gneiss, Gneiss Petrified Wood
tfc:ore/petrified_wood/marble, Marble Petrified Wood
tfc:ore/sulfur/granite, Granite Sulfur
tfc:ore/sulfur/diorite, Diorite Sulfur
tfc:ore/sulfur/gabbro, Gabbro Sulfur
tfc:ore/sulfur/shale, Shale Sulfur
tfc:ore/sulfur/claystone, Claystone Sulfur
tfc:ore/sulfur/rocksalt, Rocksalt Sulfur
tfc:ore/sulfur/limestone, Limestone Sulfur
tfc:ore/sulfur/conglomerate, Conglomerate Sulfur
tfc:ore/sulfur/dolomite, Dolomite Sulfur
tfc:ore/sulfur/chert, Chert Sulfur
tfc:ore/sulfur/chalk, Chalk Sulfur
tfc:ore/sulfur/rhyolite, Rhyolite Sulfur
tfc:ore/sulfur/basalt, Basalt Sulfur
tfc:ore/sulfur/andesite, Andesite Sulfur
tfc:ore/sulfur/dacite, Dacite Sulfur
tfc:ore/sulfur/quartzite, Quartzite Sulfur
tfc:ore/sulfur/slate, Slate Sulfur
tfc:ore/sulfur/phyllite, Phyllite Sulfur
tfc:ore/sulfur/schist, Schist Sulfur
tfc:ore/sulfur/gneiss, Gneiss Sulfur
tfc:ore/sulfur/marble, Marble Sulfur
tfc:ore/jet/granite, Granite Jet
tfc:ore/jet/diorite, Diorite Jet
tfc:ore/jet/gabbro, Gabbro Jet
tfc:ore/jet/shale, Shale Jet
tfc:ore/jet/claystone, Claystone Jet
tfc:ore/jet/rocksalt, Rocksalt Jet
tfc:ore/jet/limestone, Limestone Jet
tfc:ore/jet/conglomerate, Conglomerate Jet
tfc:ore/jet/dolomite, Dolomite Jet
tfc:ore/jet/chert, Chert Jet
tfc:ore/jet/chalk, Chalk Jet
tfc:ore/jet/rhyolite, Rhyolite Jet
tfc:ore/jet/basalt, Basalt Jet
tfc:ore/jet/andesite, Andesite Jet
tfc:ore/jet/dacite, Dacite Jet
tfc:ore/jet/quartzite, Quartzite Jet
tfc:ore/jet/slate, Slate Jet
tfc:ore/jet/phyllite, Phyllite Jet
tfc:ore/jet/schist, Schist Jet
tfc:ore/jet/gneiss, Gneiss Jet
tfc:ore/jet/marble, Marble Jet
tfc:ore/microcline/granite, Granite Microcline
tfc:ore/microcline/diorite, Diorite Microcline
tfc:ore/microcline/gabbro, Gabbro Microcline
tfc:ore/microcline/shale, Shale Microcline
tfc:ore/microcline/claystone, Claystone Microcline
tfc:ore/microcline/rocksalt, Rocksalt Microcline
tfc:ore/microcline/limestone, Limestone Microcline
tfc:ore/microcline/conglomerate, Conglomerate Microcline
tfc:ore/microcline/dolomite, Dolomite Microcline
tfc:ore/microcline/chert, Chert Microcline
tfc:ore/microcline/chalk, Chalk Microcline
tfc:ore/microcline/rhyolite, Rhyolite Microcline
tfc:ore/microcline/basalt, Basalt Microcline
tfc:ore/microcline/andesite, Andesite Microcline
tfc:ore/microcline/dacite, Dacite Microcline
tfc:ore/microcline/quartzite, Quartzite Microcline
tfc:ore/microcline/slate, Slate Microcline
tfc:ore/microcline/phyllite, Phyllite Microcline
tfc:ore/microcline/schist, Schist Microcline
tfc:ore/microcline/gneiss, Gneiss Microcline
tfc:ore/microcline/marble, Marble Microcline
tfc:ore/pitchblende/granite, Granite Pitchblende
tfc:ore/pitchblende/diorite, Diorite Pitchblende
tfc:ore/pitchblende/gabbro, Gabbro Pitchblende
tfc:ore/pitchblende/shale, Shale Pitchblende
tfc:ore/pitchblende/claystone, Claystone Pitchblende
tfc:ore/pitchblende/rocksalt, Rocksalt Pitchblende
tfc:ore/pitchblende/limestone, Limestone Pitchblende
tfc:ore/pitchblende/conglomerate, Conglomerate Pitchblende
tfc:ore/pitchblende/dolomite, Dolomite Pitchblende
tfc:ore/pitchblende/chert, Chert Pitchblende
tfc:ore/pitchblende/chalk, Chalk Pitchblende
tfc:ore/pitchblende/rhyolite, Rhyolite Pitchblende
tfc:ore/pitchblende/basalt, Basalt Pitchblende
tfc:ore/pitchblende/andesite, Andesite Pitchblende
tfc:ore/pitchblende/dacite, Dacite Pitchblende
tfc:ore/pitchblende/quartzite, Quartzite Pitchblende
tfc:ore/pitchblende/slate, Slate Pitchblende
tfc:ore/pitchblende/phyllite, Phyllite Pitchblende
tfc:ore/pitchblende/schist, Schist Pitchblende
tfc:ore/pitchblende/gneiss, Gneiss Pitchblende
tfc:ore/pitchblende/marble, Marble Pitchblende
tfc:ore/cinnabar/granite, Granite Cinnabar
tfc:ore/cinnabar/diorite, Diorite Cinnabar
tfc:ore/cinnabar/gabbro, Gabbro Cinnabar
tfc:ore/cinnabar/shale, Shale Cinnabar
tfc:ore/cinnabar/claystone, Claystone Cinnabar
tfc:ore/cinnabar/rocksalt, Rocksalt Cinnabar
tfc:ore/cinnabar/limestone, Limestone Cinnabar
tfc:ore/cinnabar/conglomerate, Conglomerate Cinnabar
tfc:ore/cinnabar/dolomite, Dolomite Cinnabar
tfc:ore/cinnabar/chert, Chert Cinnabar
tfc:ore/cinnabar/chalk, Chalk Cinnabar
tfc:ore/cinnabar/rhyolite, Rhyolite Cinnabar
tfc:ore/cinnabar/basalt, Basalt Cinnabar
tfc:ore/cinnabar/andesite, Andesite Cinnabar
tfc:ore/cinnabar/dacite, Dacite Cinnabar
tfc:ore/cinnabar/quartzite, Quartzite Cinnabar
tfc:ore/cinnabar/slate, Slate Cinnabar
tfc:ore/cinnabar/phyllite, Phyllite Cinnabar
tfc:ore/cinnabar/schist, Schist Cinnabar
tfc:ore/cinnabar/gneiss, Gneiss Cinnabar
tfc:ore/cinnabar/marble, Marble Cinnabar
tfc:ore/cryolite/granite, Granite Cryolite
tfc:ore/cryolite/diorite, Diorite Cryolite
tfc:ore/cryolite/gabbro, Gabbro Cryolite
tfc:ore/cryolite/shale, Shale Cryolite
tfc:ore/cryolite/claystone, Claystone Cryolite
tfc:ore/cryolite/rocksalt, Rocksalt Cryolite
tfc:ore/cryolite/limestone, Limestone Cryolite
tfc:ore/cryolite/conglomerate, Conglomerate Cryolite
tfc:ore/cryolite/dolomite, Dolomite Cryolite
tfc:ore/cryolite/chert, Chert Cryolite
tfc:ore/cryolite/chalk, Chalk Cryolite
tfc:ore/cryolite/rhyolite, Rhyolite Cryolite
tfc:ore/cryolite/basalt, Basalt Cryolite
tfc:ore/cryolite/andesite, Andesite Cryolite
tfc:ore/cryolite/dacite, Dacite Cryolite
tfc:ore/cryolite/quartzite, Quartzite Cryolite
tfc:ore/cryolite/slate, Slate Cryolite
tfc:ore/cryolite/phyllite, Phyllite Cryolite
tfc:ore/cryolite/schist, Schist Cryolite
tfc:ore/cryolite/gneiss, Gneiss Cryolite
tfc:ore/cryolite/marble, Marble Cryolite
tfc:ore/saltpeter/granite, Granite Saltpeter
tfc:ore/saltpeter/diorite, Diorite Saltpeter
tfc:ore/saltpeter/gabbro, Gabbro Saltpeter
tfc:ore/saltpeter/shale, Shale Saltpeter
tfc:ore/saltpeter/claystone, Claystone Saltpeter
tfc:ore/saltpeter/rocksalt, Rocksalt Saltpeter
tfc:ore/saltpeter/limestone, Limestone Saltpeter
tfc:ore/saltpeter/conglomerate, Conglomerate Saltpeter
tfc:ore/saltpeter/dolomite, Dolomite Saltpeter
tfc:ore/saltpeter/chert, Chert Saltpeter
tfc:ore/saltpeter/chalk, Chalk Saltpeter
tfc:ore/saltpeter/rhyolite, Rhyolite Saltpeter
tfc:ore/saltpeter/basalt, Basalt Saltpeter
tfc:ore/saltpeter/andesite, Andesite Saltpeter
tfc:ore/saltpeter/dacite, Dacite Saltpeter
tfc:ore/saltpeter/quartzite, Quartzite Saltpeter
tfc:ore/saltpeter/slate, Slate Saltpeter
tfc:ore/saltpeter/phyllite, Phyllite Saltpeter
tfc:ore/saltpeter/schist, Schist Saltpeter
tfc:ore/saltpeter/gneiss, Gneiss Saltpeter
tfc:ore/saltpeter/marble, Marble Saltpeter
tfc:ore/serpentine/granite, Granite Serpentine
tfc:ore/serpentine/diorite, Diorite Serpentine
tfc:ore/serpentine/gabbro, Gabbro Serpentine
tfc:ore/serpentine/shale, Shale Serpentine
tfc:ore/serpentine/claystone, Claystone Serpentine
tfc:ore/serpentine/rocksalt, Rocksalt Serpentine
tfc:ore/serpentine/limestone, Limestone Serpentine
tfc:ore/serpentine/conglomerate, Conglomerate Serpentine
tfc:ore/serpentine/dolomite, Dolomite Serpentine
tfc:ore/serpentine/chert, Chert Serpentine
tfc:ore/serpentine/chalk, Chalk Serpentine
tfc:ore/serpentine/rhyolite, Rhyolite Serpentine
tfc:ore/serpentine/basalt, Basalt Serpentine
tfc:ore/serpentine/andesite, Andesite Serpentine
tfc:ore/serpentine/dacite, Dacite Serpentine
tfc:ore/serpentine/quartzite, Quartzite Serpentine
tfc:ore/serpentine/slate, Slate Serpentine
tfc:ore/serpentine/phyllite, Phyllite Serpentine
tfc:ore/serpentine/schist, Schist Serpentine
tfc:ore/serpentine/gneiss, Gneiss Serpentine
tfc:ore/serpentine/marble, Marble Serpentine
tfc:ore/sylvite/granite, Granite Sylvite
tfc:ore/sylvite/diorite, Diorite Sylvite
tfc:ore/sylvite/gabbro, Gabbro Sylvite
tfc:ore/sylvite/shale, Shale Sylvite
tfc:ore/sylvite/claystone, Claystone Sylvite
tfc:ore/sylvite/rocksalt, Rocksalt Sylvite
tfc:ore/sylvite/limestone, Limestone Sylvite
tfc:ore/sylvite/conglomerate, Conglomerate Sylvite
tfc:ore/sylvite/dolomite, Dolomite Sylvite
tfc:ore/sylvite/chert, Chert Sylvite
tfc:ore/sylvite/chalk, Chalk Sylvite
tfc:ore/sylvite/rhyolite, Rhyolite Sylvite
tfc:ore/sylvite/basalt, Basalt Sylvite
tfc:ore/sylvite/andesite, Andesite Sylvite
tfc:ore/sylvite/dacite, Dacite Sylvite
tfc:ore/sylvite/quartzite, Quartzite Sylvite
tfc:ore/sylvite/slate, Slate Sylvite
tfc:ore/sylvite/phyllite, Phyllite Sylvite
tfc:ore/sylvite/schist, Schist Sylvite
tfc:ore/sylvite/gneiss, Gneiss Sylvite
tfc:ore/sylvite/marble, Marble Sylvite
tfc:ore/borax/granite, Granite Borax
tfc:ore/borax/diorite, Diorite Borax
tfc:ore/borax/gabbro, Gabbro Borax
tfc:ore/borax/shale, Shale Borax
tfc:ore/borax/claystone, Claystone Borax
tfc:ore/borax/rocksalt, Rocksalt Borax
tfc:ore/borax/limestone, Limestone Borax
tfc:ore/borax/conglomerate, Conglomerate Borax
tfc:ore/borax/dolomite, Dolomite Borax
tfc:ore/borax/chert, Chert Borax
tfc:ore/borax/chalk, Chalk Borax
tfc:ore/borax/rhyolite, Rhyolite Borax
tfc:ore/borax/basalt, Basalt Borax
tfc:ore/borax/andesite, Andesite Borax
tfc:ore/borax/dacite, Dacite Borax
tfc:ore/borax/quartzite, Quartzite Borax
tfc:ore/borax/slate, Slate Borax
tfc:ore/borax/phyllite, Phyllite Borax
tfc:ore/borax/schist, Schist Borax
tfc:ore/borax/gneiss, Gneiss Borax
tfc:ore/borax/marble, Marble Borax
tfc:ore/olivine/granite, Granite Olivine
tfc:ore/olivine/diorite, Diorite Olivine
tfc:ore/olivine/gabbro, Gabbro Olivine
tfc:ore/olivine/shale, Shale Olivine
tfc:ore/olivine/claystone, Claystone Olivine
tfc:ore/olivine/rocksalt, Rocksalt Olivine
tfc:ore/olivine/limestone, Limestone Olivine
tfc:ore/olivine/conglomerate, Conglomerate Olivine
tfc:ore/olivine/dolomite, Dolomite Olivine
tfc:ore/olivine/chert, Chert Olivine
tfc:ore/olivine/chalk, Chalk Olivine
tfc:ore/olivine/rhyolite, Rhyolite Olivine
tfc:ore/olivine/basalt, Basalt Olivine
tfc:ore/olivine/andesite, Andesite Olivine
tfc:ore/olivine/dacite, Dacite Olivine
tfc:ore/olivine/quartzite, Quartzite Olivine
tfc:ore/olivine/slate, Slate Olivine
tfc:ore/olivine/phyllite, Phyllite Olivine
tfc:ore/olivine/schist, Schist Olivine
tfc:ore/olivine/gneiss, Gneiss Olivine
tfc:ore/olivine/marble, Marble Olivine
tfc:ore/lapis_lazuli/granite, Granite Lapis Lazuli
tfc:ore/lapis_lazuli/diorite, Diorite Lapis Lazuli
tfc:ore/lapis_lazuli/gabbro, Gabbro Lapis Lazuli
tfc:ore/lapis_lazuli/shale, Shale Lapis Lazuli
tfc:ore/lapis_lazuli/claystone, Claystone Lapis Lazuli
tfc:ore/lapis_lazuli/rocksalt, Rocksalt Lapis Lazuli
tfc:ore/lapis_lazuli/limestone, Limestone Lapis Lazuli
tfc:ore/lapis_lazuli/conglomerate, Conglomerate Lapis Lazuli
tfc:ore/lapis_lazuli/dolomite, Dolomite Lapis Lazuli
tfc:ore/lapis_lazuli/chert, Chert Lapis Lazuli
tfc:ore/lapis_lazuli/chalk, Chalk Lapis Lazuli
tfc:ore/lapis_lazuli/rhyolite, Rhyolite Lapis Lazuli
tfc:ore/lapis_lazuli/basalt, Basalt Lapis Lazuli
tfc:ore/lapis_lazuli/andesite, Andesite Lapis Lazuli
tfc:ore/lapis_lazuli/dacite, Dacite Lapis Lazuli
tfc:ore/lapis_lazuli/quartzite, Quartzite Lapis Lazuli
tfc:ore/lapis_lazuli/slate, Slate Lapis Lazuli
tfc:ore/lapis_lazuli/phyllite, Phyllite Lapis Lazuli
tfc:ore/lapis_lazuli/schist, Schist Lapis Lazuli
tfc:ore/lapis_lazuli/gneiss, Gneiss Lapis Lazuli
tfc:ore/lapis_lazuli/marble, Marble Lapis Lazuli
tfc:wood/bookshelf/acacia, Acacia Bookshelf
tfc:wood/bookshelf/ash, Ash Bookshelf
tfc:wood/bookshelf/aspen, Aspen Bookshelf
tfc:wood/bookshelf/birch, Birch Bookshelf
tfc:wood/bookshelf/blackwood, Blackwood Bookshelf
tfc:wood/bookshelf/chestnut, Chestnut Bookshelf
tfc:wood/bookshelf/douglas_fir, Douglas Fir Bookshelf
tfc:wood/bookshelf/hickory, Hickory Bookshelf
tfc:wood/bookshelf/kapok, Kapok Bookshelf
tfc:wood/bookshelf/maple, Maple Bookshelf
tfc:wood/bookshelf/oak, Oak Bookshelf
tfc:wood/bookshelf/palm, Palm Bookshelf
tfc:wood/bookshelf/pine, Pine Bookshelf
tfc:wood/bookshelf/rosewood, Rosewood Bookshelf
tfc:wood/bookshelf/sequoia, Sequoia Bookshelf
tfc:wood/bookshelf/spruce, Spruce Bookshelf
tfc:wood/bookshelf/sycamore, Sycamore Bookshelf
tfc:wood/bookshelf/white_cedar, White Cedar Bookshelf
tfc:wood/bookshelf/willow, Willow Bookshelf
tfc:wood/bookshelf/hevea, Hevea Bookshelf
tfc:wood/workbench/acacia, Acacia Workbench
tfc:wood/workbench/ash, Ash Workbench
tfc:wood/workbench/aspen, Aspen Workbench
tfc:wood/workbench/birch, Birch Workbench
tfc:wood/workbench/blackwood, Blackwood Workbench
tfc:wood/workbench/chestnut, Chestnut Workbench
tfc:wood/workbench/douglas_fir, Douglas Fir Workbench
tfc:wood/workbench/hickory, Hickory Workbench
tfc:wood/workbench/kapok, Kapok Workbench
tfc:wood/workbench/maple, Maple Workbench
tfc:wood/workbench/oak, Oak Workbench
tfc:wood/workbench/palm, Palm Workbench
tfc:wood/workbench/pine, Pine Workbench
tfc:wood/workbench/rosewood, Rosewood Workbench
tfc:wood/workbench/sequoia, Sequoia Workbench
tfc:wood/workbench/spruce, Spruce Workbench
tfc:wood/workbench/sycamore, Sycamore Workbench
tfc:wood/workbench/white_cedar, White Cedar Workbench
tfc:wood/workbench/willow, Willow Workbench
tfc:wood/workbench/hevea, Hevea Workbench
tfc:wood/planks/acacia, Acacia Planks
tfc:wood/planks/ash, Ash Planks
tfc:wood/planks/aspen, Aspen Planks
tfc:wood/planks/birch, Birch Planks
tfc:wood/planks/blackwood, Blackwood Planks
tfc:wood/planks/chestnut, Chestnut Planks
tfc:wood/planks/douglas_fir, Douglas Fir Planks
tfc:wood/planks/hickory, Hickory Planks
tfc:wood/planks/kapok, Kapok Planks
tfc:wood/planks/maple, Maple Planks
tfc:wood/planks/oak, Oak Planks
tfc:wood/planks/palm, Palm Planks
tfc:wood/planks/pine, Pine Planks
tfc:wood/planks/rosewood, Rosewood Planks
tfc:wood/planks/sequoia, Sequoia Planks
tfc:wood/planks/spruce, Spruce Planks
tfc:wood/planks/sycamore, Sycamore Planks
tfc:wood/planks/white_cedar, White Cedar Planks
tfc:wood/planks/willow, Willow Planks
tfc:wood/planks/hevea, Hevea Planks
tfc:wood/leaves/acacia, Acacia Leaves
tfc:wood/leaves/ash, Ash Leaves
tfc:wood/leaves/aspen, Aspen Leaves
tfc:wood/leaves/birch, Birch Leaves
tfc:wood/leaves/blackwood, Blackwood Leaves
tfc:wood/leaves/chestnut, Chestnut Leaves
tfc:wood/leaves/douglas_fir, Douglas Fir Leaves
tfc:wood/leaves/hickory, Hickory Leaves
tfc:wood/leaves/kapok, Kapok Leaves
tfc:wood/leaves/maple, Maple Leaves
tfc:wood/leaves/oak, Oak Leaves
tfc:wood/leaves/palm, Palm Leaves
tfc:wood/leaves/pine, Pine Leaves
tfc:wood/leaves/rosewood, Rosewood Leaves
tfc:wood/leaves/sequoia, Sequoia Leaves
tfc:wood/leaves/spruce, Spruce Leaves
tfc:wood/leaves/sycamore, Sycamore Leaves
tfc:wood/leaves/white_cedar, White Cedar Leaves
tfc:wood/leaves/willow, Willow Leaves
tfc:wood/leaves/hevea, Hevea Leaves
tfc:wood/chest/acacia, Acacia Chest
tfc:wood/chest_trap/acacia, Trapped Acacia Chest
tfc:wood/chest/ash, Ash Chest
tfc:wood/chest_trap/ash, Trapped Ash Chest
tfc:wood/chest/aspen, Aspen Chest
tfc:wood/chest_trap/aspen, Trapped Aspen Chest
tfc:wood/chest/birch, Birch Chest
tfc:wood/chest_trap/birch, Trapped Birch Chest
tfc:wood/chest/blackwood, Blackwood Chest
tfc:wood/chest_trap/blackwood, Trapped Blackwood Chest
tfc:wood/chest/chestnut, Chestnut Chest
tfc:wood/chest_trap/chestnut, Trapped Chestnut Chest
tfc:wood/chest/douglas_fir, Douglas Fir Chest
tfc:wood/chest_trap/douglas_fir, Trapped Douglas Fir Chest
tfc:wood/chest/hickory, Hickory Chest
tfc:wood/chest_trap/hickory, Trapped Hickory Chest
tfc:wood/chest/kapok, Kapok Chest
tfc:wood/chest_trap/kapok, Trapped Kapok Chest
tfc:wood/chest/maple, Maple Chest
tfc:wood/chest_trap/maple, Trapped Maple Chest
tfc:wood/chest/oak, Oak Chest
tfc:wood/chest_trap/oak, Trapped Oak Chest
tfc:wood/chest/palm, Palm Chest
tfc:wood/chest_trap/palm, Trapped Palm Chest
tfc:wood/chest/pine, Pine Chest
tfc:wood/chest_trap/pine, Trapped Pine Chest
tfc:wood/chest/rosewood, Rosewood Chest
tfc:wood/chest_trap/rosewood, Trapped Rosewood Chest
tfc:wood/chest/sequoia, Sequoia Chest
tfc:wood/chest_trap/sequoia, Trapped Sequoia Chest
tfc:wood/chest/spruce, Spruce Chest
tfc:wood/chest_trap/spruce, Trapped Spruce Chest
tfc:wood/chest/sycamore, Sycamore Chest
tfc:wood/chest_trap/sycamore, Trapped Sycamore Chest
tfc:wood/chest/white_cedar, White Cedar Chest
tfc:wood/chest_trap/white_cedar, Trapped White Cedar Chest
tfc:wood/chest/willow, Willow Chest
tfc:wood/chest_trap/willow, Trapped Willow Chest
tfc:wood/chest/hevea, Hevea Chest
tfc:wood/chest_trap/hevea, Trapped Hevea Chest
tfc:wood/tool_rack/acacia, Acacia Tool Rack
tfc:wood/tool_rack/ash, Ash Tool Rack
tfc:wood/tool_rack/aspen, Aspen Tool Rack
tfc:wood/tool_rack/birch, Birch Tool Rack
tfc:wood/tool_rack/blackwood, Blackwood Tool Rack
tfc:wood/tool_rack/chestnut, Chestnut Tool Rack
tfc:wood/tool_rack/douglas_fir, Douglas Fir Tool Rack
tfc:wood/tool_rack/hickory, Hickory Tool Rack
tfc:wood/tool_rack/kapok, Kapok Tool Rack
tfc:wood/tool_rack/maple, Maple Tool Rack
tfc:wood/tool_rack/oak, Oak Tool Rack
tfc:wood/tool_rack/palm, Palm Tool Rack
tfc:wood/tool_rack/pine, Pine Tool Rack
tfc:wood/tool_rack/rosewood, Rosewood Tool Rack
tfc:wood/tool_rack/sequoia, Sequoia Tool Rack
tfc:wood/tool_rack/spruce, Spruce Tool Rack
tfc:wood/tool_rack/sycamore, Sycamore Tool Rack
tfc:wood/tool_rack/white_cedar, White Cedar Tool Rack
tfc:wood/tool_rack/willow, Willow Tool Rack
tfc:wood/tool_rack/hevea, Hevea Tool Rack
tfc:wood/loom/acacia, Acacia Loom
tfc:wood/loom/ash, Ash Loom
tfc:wood/loom/aspen, Aspen Loom
tfc:wood/loom/birch, Birch Loom
tfc:wood/loom/blackwood, Blackwood Loom
tfc:wood/loom/chestnut, Chestnut Loom
tfc:wood/loom/douglas_fir, Douglas Fir Loom
tfc:wood/loom/hickory, Hickory Loom
tfc:wood/loom/kapok, Kapok Loom
tfc:wood/loom/maple, Maple Loom
tfc:wood/loom/oak, Oak Loom
tfc:wood/loom/palm, Palm Loom
tfc:wood/loom/pine, Pine Loom
tfc:wood/loom/rosewood, Rosewood Loom
tfc:wood/loom/sequoia, Sequoia Loom
tfc:wood/loom/spruce, Spruce Loom
tfc:wood/loom/sycamore, Sycamore Loom
tfc:wood/loom/white_cedar, White Cedar Loom
tfc:wood/loom/willow, Willow Loom
tfc:wood/loom/hevea, Hevea Loom
tfc:wood/support/acacia, Acacia Support Beam
tfc:wood/support/ash, Ash Support Beam
tfc:wood/support/aspen, Aspen Support Beam
tfc:wood/support/birch, Birch Support Beam
tfc:wood/support/blackwood, Blackwood Support Beam
tfc:wood/support/chestnut, Chestnut Support Beam
tfc:wood/support/douglas_fir, Douglas Fir Support Beam
tfc:wood/support/hickory, Hickory Support Beam
tfc:wood/support/kapok, Kapok Support Beam
tfc:wood/support/maple, Maple Support Beam
tfc:wood/support/oak, Oak Support Beam
tfc:wood/support/palm, Palm Support Beam
tfc:wood/support/pine, Pine Support Beam
tfc:wood/support/rosewood, Rosewood Support Beam
tfc:wood/support/sequoia, Sequoia Support Beam
tfc:wood/support/spruce, Spruce Support Beam
tfc:wood/support/sycamore, Sycamore Support Beam
tfc:wood/support/white_cedar, White Cedar Support Beam
tfc:wood/support/willow, Willow Support Beam
tfc:wood/support/hevea, Hevea Support beam
tfc:stairs/smooth/granite, Smooth Granite Stairs
tfc:stairs/smooth/diorite, Smooth Diorite Stairs
tfc:stairs/smooth/gabbro, Smooth Gabbro Stairs
tfc:stairs/smooth/shale, Smooth Shale Stairs
tfc:stairs/smooth/claystone, Smooth Claystone Stairs
tfc:stairs/smooth/rocksalt, Smooth Rocksalt Stairs
tfc:stairs/smooth/limestone, Smooth Limestone Stairs
tfc:stairs/smooth/conglomerate, Smooth Conglomerate Stairs
tfc:stairs/smooth/dolomite, Smooth Dolomite Stairs
tfc:stairs/smooth/chert, Smooth Chert Stairs
tfc:stairs/smooth/chalk, Smooth Chalk Stairs
tfc:stairs/smooth/rhyolite, Smooth Rhyolite Stairs
tfc:stairs/smooth/basalt, Smooth Basalt Stairs
tfc:stairs/smooth/andesite, Smooth Andesite Stairs
tfc:stairs/smooth/dacite, Smooth Dacite Stairs
tfc:stairs/smooth/quartzite, Smooth Quartzite Stairs
tfc:stairs/smooth/slate, Smooth Slate Stairs
tfc:stairs/smooth/phyllite, Smooth Phyllite Stairs
tfc:stairs/smooth/schist, Smooth Schist Stairs
tfc:stairs/smooth/gneiss, Smooth Gneiss Stairs
tfc:stairs/smooth/marble, Smooth Marble Stairs
tfc:stairs/cobble/granite, Granite Cobble Stairs
tfc:stairs/cobble/diorite, Diorite Cobble Stairs
tfc:stairs/cobble/gabbro, Gabbro Cobble Stairs
tfc:stairs/cobble/shale, Shale Cobble Stairs
tfc:stairs/cobble/claystone, Claystone Cobble Stairs
tfc:stairs/cobble/rocksalt, Rocksalt Cobble Stairs
tfc:stairs/cobble/limestone, Limestone Cobble Stairs
tfc:stairs/cobble/conglomerate, Conglomerate Cobble Stairs
tfc:stairs/cobble/dolomite, Dolomite Cobble Stairs
tfc:stairs/cobble/chert, Chert Cobble Stairs
tfc:stairs/cobble/chalk, Chalk Cobble Stairs
tfc:stairs/cobble/rhyolite, Rhyolite Cobble Stairs
tfc:stairs/cobble/basalt, Basalt Cobble Stairs
tfc:stairs/cobble/andesite, Andesite Cobble Stairs
tfc:stairs/cobble/dacite, Dacite Cobble Stairs
tfc:stairs/cobble/quartzite, Quartzite Cobble Stairs
tfc:stairs/cobble/slate, Slate Cobble Stairs
tfc:stairs/cobble/phyllite, Phyllite Cobble Stairs
tfc:stairs/cobble/schist, Schist Cobble Stairs
tfc:stairs/cobble/gneiss, Gneiss Cobble Stairs
tfc:stairs/cobble/marble, Marble Cobble Stairs
tfc:stairs/bricks/granite, Granite Brick Stairs
tfc:stairs/bricks/diorite, Diorite Brick Stairs
tfc:stairs/bricks/gabbro, Gabbro Brick Stairs
tfc:stairs/bricks/shale, Shale Brick Stairs
tfc:stairs/bricks/claystone, Claystone Brick Stairs
tfc:stairs/bricks/rocksalt, Rocksalt Brick Stairs
tfc:stairs/bricks/limestone, Limestone Brick Stairs
tfc:stairs/bricks/conglomerate, Conglomerate Brick Stairs
tfc:stairs/bricks/dolomite, Dolomite Brick Stairs
tfc:stairs/bricks/chert, Chert Brick Stairs
tfc:stairs/bricks/chalk, Chalk Brick Stairs
tfc:stairs/bricks/rhyolite, Rhyolite Brick Stairs
tfc:stairs/bricks/basalt, Basalt Brick Stairs
tfc:stairs/bricks/andesite, Andesite Brick Stairs
tfc:stairs/bricks/dacite, Dacite Brick Stairs
tfc:stairs/bricks/quartzite, Quartzite Brick Stairs
tfc:stairs/bricks/slate, Slate Brick Stairs
tfc:stairs/bricks/phyllite, Phyllite Brick Stairs
tfc:stairs/bricks/schist, Schist Brick Stairs
tfc:stairs/bricks/gneiss, Gneiss Brick Stairs
tfc:stairs/bricks/marble, Marble Brick Stairs
tfc:stairs/wood/acacia, Acacia Stairs
tfc:stairs/wood/ash, Ash Stairs
tfc:stairs/wood/aspen, Aspen Stairs
tfc:stairs/wood/birch, Birch Stairs
tfc:stairs/wood/blackwood, Blackwood Stairs
tfc:stairs/wood/chestnut, Chestnut Stairs
tfc:stairs/wood/douglas_fir, Douglas Fir Stairs
tfc:stairs/wood/hickory, Hickory Stairs
tfc:stairs/wood/kapok, Kapok Stairs
tfc:stairs/wood/maple, Maple Stairs
tfc:stairs/wood/oak, Oak Stairs
